Age,Age_Category,Gender,Occupational_Status,State,City,Latitude,Longitude,Residence,Favourite_Shows,Series_Genre
22,21-30,Female,Student,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Dhadkan,Indian TV Series
22,21-30,Female,Student,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Family Man,Action
22,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Town/City,Human,Thriller
22,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Town/City,Brooklyn Nine-Nine,Comedy
22,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Town/City,Paradise PD,Animation
22,21-30,Female,Student,West Bengal,Haldia,22.0627,88.0833,Town/City,Locke and Key,Fantasy
22,21-30,Female,Student,West Bengal,Haldia,22.0627,88.0833,Town/City,Peaky Blinders,Action
22,21-30,Female,Student,West Bengal,Haldia,22.0627,88.0833,Town/City,Sherlock Holmes,Mystery
25,21-30,Female,Employed,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Money Heist,Crime
25,21-30,Female,Employed,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Something In The Rain,K-drama
25,21-30,Female,Employed,Uttar Pradesh,Lucknow,26.847,80.947,Town/City,Naruto,Anime
28,21-30,Female,Employed,Gujarat,Ahmedabad,23.03,72.58,Town/City,Aarya,Crime
28,21-30,Female,Employed,Gujarat,Ahmedabad,23.03,72.58,Town/City,On My block,Comedy
28,21-30,Female,Employed,Gujarat,Ahmedabad,23.03,72.58,Town/City,Friends,Comedy
47,41-50,Male,Employed,Gujarat,Vadodara,22.3,73.2,Town/City,Money Heist,Crime
47,41-50,Male,Employed,Gujarat,Vadodara,22.3,73.2,Town/City,Lost In Space,Sci-Fi
47,41-50,Female,Employed,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Mumbai Diaries 26/11,Medical Drama
47,41-50,Female,Employed,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Legend Of Hanuman,Animation
25,21-30,Female,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Big Boss,Indian TV Reality Show
21,21-30,Female,Student,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Friends,Comedy
21,21-30,Female,Student,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Breaking Bad,Crime
21,21-30,Female,Student,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Stranger Things,Horror
22,21-30,Female,Employed,Tamil Nadu,Coimbatore,11,76.9667,Town/City,Naruto,Anime
22,21-30,Female,Employed,Tamil Nadu,Coimbatore,11,76.9667,Town/City,Sherlock Holmes,Mystery
22,21-30,Female,Employed,Tamil Nadu,Coimbatore,11,76.9667,Town/City,Daredevil,Crime
26,21-30,Female,Employed,Gujarat,Ahmedabad,23.03,72.58,Town/City,Money Heist,Crime
26,21-30,Female,Employed,Gujarat,Ahmedabad,23.03,72.58,Town/City,Bandish Bandits,Romance
26,21-30,Female,Employed,Gujarat,Ahmedabad,23.03,72.58,Town/City,Panchayat,Indian TV series
26,21-30,Male,Unemployed,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Narcos,Crime
23,21-30,Male,Student,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,The Good Doctor,Medical Drama
23,21-30,Male,Student,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Indori Ishq,Comedy
23,21-30,Male,Student,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Hostel Daze,Comedy
19,11-20,Male,Student,Jammu and Kashmir,Rafiabad,34.2547,74.393,Rural,Money Heist,Crime
19,11-20,Male,Student,Jammu and Kashmir,Rafiabad,34.2547,74.393,Rural,Game Of Thrones,Action
19,11-20,Male,Student,Jammu and Kashmir,Rafiabad,34.2547,74.393,Rural,Tandav,Thriller
23,21-30,Male,Student,Jammu and Kashmir,Handwara,34.4,74.28,Town/City,Money Heist,Crime
23,21-30,Male,Student,Jammu and Kashmir,Handwara,34.4,74.28,Town/City,Narcos,Crime
23,21-30,Male,Student,Jammu and Kashmir,Handwara,34.4,74.28,Town/City,Mirzapur,Indian TV series
26,21-30,Male,Employed,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Dirilis: Ertugrul,Action
26,21-30,Male,Employed,Jammu and Kashmir,Srinagar,34.0911,74.8061,Rural,Vikings,Adventure
23,21-30,Female,Student,Jammu and Kashmir,Srinagar,34.0911,74.8061,Town/City,Money Heist,Crime
23,21-30,Female,Student,Jammu and Kashmir,Srinagar,34.0911,74.8061,Town/City,Sacred Games,Crime
23,21-30,Female,Student,Jammu and Kashmir,Srinagar,34.0911,74.8061,Town/City,Dirilis: Ertugrul,Action
22,21-30,Female,Student,Jammu and Kashmir,Baramulla,34.2,74.34,Rural,Ham Kahan Ka Saachai Thai,Indian TV series
22,21-30,Female,Student,Jammu and Kashmir,Baramulla,34.2,74.34,Rural,13 Reasons Why,Drama
22,21-30,Female,Student,Jammu and Kashmir,Baramulla,34.2,74.34,Rural,The Day Dreamer,Romantic Comedy
18,11-20,Male,Student,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Money Heist,Crime
18,11-20,Male,Student,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,All Of Us Are Dead,K-drama
18,11-20,Male,Student,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,She,Crime
23,21-30,Female,Student,Jammu and Kashmir,Baramulla,34.2,74.34,Town/City,Friends,Comedy
15,11-20,Male,Student,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,The Witcher,Fantasy
23,21-30,Female,Student,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,Demon Slayer,Anime
23,21-30,Female,Student,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,Jujutsu Kaisen,Anime
23,21-30,Female,Student,Jammu and Kashmir,Sopore,34.2868,74.4624,Town/City,Flower Of Evil,Drama
21,21-30,Female,Employed,Bihar,Patna,25.61,85.1414,Town/City,Family Man 2,Action
21,21-30,Female,Employed,Bihar,Patna,25.61,85.1414,Town/City,Mirzapur,Indian TV series
21,21-30,Female,Employed,Bihar,Patna,25.61,85.1414,Town/City,Aspirants,Comedy
22,21-30,Male,Employed,Gujarat,Vadodara,22.3,73.2,Town/City,Brooklyn Nine-Nine,Comedy
22,21-30,Male,Employed,Gujarat,Vadodara,22.3,73.2,Town/City,Psych,Mystery
22,21-30,Male,Employed,Gujarat,Vadodara,22.3,73.2,Town/City,The Grand Tour,Reality Show
23,21-30,Female,Student,Gujarat,Vadodara,22.3,73.2,Town/City,Tokyo Revengers,Anime
23,21-30,Female,Student,Gujarat,Vadodara,22.3,73.2,Town/City,It's Okay To Not Be Okay,K-drama
23,21-30,Female,Student,Gujarat,Vadodara,22.3,73.2,Town/City,Mirzapur,Indian TV series
