Age,Age_Category,Gender,Occupational_Status,State,City,Latitude,Longitude,Residence,Favourite_Shows,Series_Genre
24,21-30,Male,Employed,Bihar,Patna,25.61,85.1414,Town/City,Game of Thrones,Fantasy
24,21-30,Male,Employed,Bihar,Patna,25.61,85.1414,Town/City,Sex Education,Comedy
22,21-30,Male,Employed,Kerala,Kannur,11.8745,75.3704,Rural,The Witcher,Fantasy
22,21-30,Male,Employed,Kerala,Kannur,11.8745,75.3704,Rural,Money Heist,Crime
22,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Scam 1992,Thriller
22,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Manifest,Sci-Fi
22,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Narcos,Crime
33,31-40,Male,Employed,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Forensic Files 2,Documentary
33,31-40,Male,Employed,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Mandalorian,Adventure
33,31-40,Male,Employed,Kerala,Thodupuzha,9.8959,76.7184,Town/City,The Big Bang Theory,Comedy
21,21-30,Female,Student,Karnataka,Mangalore,12.8703,74.8806,Town/City,Friends,Comedy
21,21-30,Female,Student,Karnataka,Mangalore,12.8703,74.8806,Town/City,Squid Game,K-drama
21,21-30,Female,Student,Karnataka,Mangalore,12.8703,74.8806,Town/City,Breathe,Crime
26,21-30,Female,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Locke and Key,Fantasy
21,21-30,Female,Student,Karnataka,Raichur,16.2104,77.355,Town/City,Money Heist,Crime
21,21-30,Female,Student,Karnataka,Raichur,16.2104,77.355,Town/City,Dark,Thriller
21,21-30,Female,Student,Karnataka,Raichur,16.2104,77.355,Town/City,College Diaries,Indian TV Reality Show
21,21-30,Non binary,Student,Maharashtra,Thane,19.18,72.9633,Town/City,Schitt's Creek,Comedy
21,21-30,Non binary,Student,Maharashtra,Thane,19.18,72.9633,Town/City,Brooklyn Nine-Nine,Comedy
21,21-30,Non binary,Student,Maharashtra,Thane,19.18,72.9633,Town/City,The Bold Type,Comedy
25,21-30,Male,Employed,Kerala,Trivandrum,8.5,76.8997,Town/City,Friends,Comedy
25,21-30,Male,Employed,Kerala,Trivandrum,8.5,76.8997,Town/City,Brooklyn Nine-Nine,Comedy
25,21-30,Male,Employed,Kerala,Trivandrum,8.5,76.8997,Town/City,Squid Game,K-drama
19,11-20,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Friends,Comedy
19,11-20,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Comicstaan,Indian TV Reality Show
21,21-30,Female,Student,Kerala,Kuravilangade,9.7576,76.561,Rural,Family Man,Action
22,21-30,Male,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Game Of Thrones,Action
22,21-30,Male,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Dark,Thriller
22,21-30,Male,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Stranger Things,Horror
22,21-30,Male,Student,Kerala,Ernakulam,9.9816,76.2999,Rural,Attack On Titan,Anime
22,21-30,Male,Student,Kerala,Ernakulam,9.9816,76.2999,Rural,One Piece,Anime
22,21-30,Male,Student,Kerala,Ernakulam,9.9816,76.2999,Rural,Naruto,Anime
21,21-30,Male,Student,Kerala,Chaganasserry,9.4465,76.5402,Town/City,Attack On Titan,Anime
21,21-30,Male,Student,Kerala,Chaganasserry,9.4465,76.5402,Town/City,The Falcon And The Winter Soldier,Superhero
21,21-30,Male,Student,Kerala,Chaganasserry,9.4465,76.5402,Town/City,WandaVision,Superhero
28,21-30,Female,Employed,Gujarat,Vadodara,22.3,73.2,Town/City,Kota Factory,Comedy
28,21-30,Female,Employed,Gujarat,Vadodara,22.3,73.2,Town/City,Bandish Bandits,Romance
28,21-30,Female,Employed,Gujarat,Vadodara,22.3,73.2,Town/City,Seinfeld,Comedy
28,21-30,Male,Employed,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Family Man,Action
28,21-30,Male,Employed,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Special Ops,Thriller
28,21-30,Male,Employed,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Scam 1992,Thriller
25,21-30,Male,Employed,Gujarat,Vadodara,22.3,73.2,Town/City,Friends,Comedy
25,21-30,Male,Employed,Gujarat,Vadodara,22.3,73.2,Town/City,Kota Factory,Comedy
25,21-30,Male,Employed,Gujarat,Vadodara,22.3,73.2,Town/City,Mirzapur,Indian TV series
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,You,Thriller
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,How To Get Away With Murder,Crime
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,The Blacklist,Thriller
25,21-30,Male,Employed,Kerala,Kottayam,9.5916,76.5222,Town/City,Dark,Thriller
25,21-30,Male,Employed,Kerala,Kottayam,9.5916,76.5222,Town/City,Click Bait,Thriller
25,21-30,Male,Employed,Kerala,Kottayam,9.5916,76.5222,Town/City,Money Heist,Crime
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Mirzapur,Indian TV series
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Wheel Of Time,Fantasy
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Four More Shots,Comedy
24,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Stranger Things,Horror
24,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Squid Game,K-drama
24,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Demon Slayer,Anime
23,21-30,Male,Student,Kerala,Adoor,9.153,76.7356,Rural,Squid Game,K-drama
23,21-30,Male,Student,Kerala,Adoor,9.153,76.7356,Rural,Vikings,Adventure
23,21-30,Male,Student,Kerala,Adoor,9.153,76.7356,Rural,Never Have I Ever,Comedy
22,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Rural,Money Heist,Crime
22,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Rural,Squid Game,K-drama
23,21-30,Male,Student,Kerala,Kannur,11.8745,75.3704,Rural,Money Heist,Crime
21,21-30,Male,Student,Kerala,Thrissur,10.52,76.21,Town/City,Bojack Horseman,Animation
21,21-30,Male,Student,Kerala,Thrissur,10.52,76.21,Town/City,Normal People,Romance
21,21-30,Male,Student,Kerala,Thrissur,10.52,76.21,Town/City,Welcome to the N.H.K,Anime
46,41-50,Female,Employed,Karnataka,Bangalore,12.9699,77.598,Town/City,Kota Factory,Comedy
21,21-30,Male,Student,Kerala,Thrissur,10.52,76.21,Rural,Inside Edge,Drama
22,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Peaky Blinders,Action
22,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Young Sheldon,Comedy
22,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Vikings,Adventure
22,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Money Heist,Crime
22,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Lucifer,Fantasy
22,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Dark,Thriller
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Sex Education,Comedy
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Beyond Evil,K-drama
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Signal 2,K-drama
22,21-30,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,Money Heist,Crime
22,21-30,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,You,Thriller
22,21-30,Female,Student,Bihar,Patna,25.61,85.1414,Town/City,Sex Education,Comedy
21,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Money Heist,Crime
21,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,All Of Us Are Dead,K-drama
21,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Stranger Things,Horror
21,21-30,Female,Student,Kerala,Pala,9.7131,76.6833,Town/City,Early Bird,Romance
21,21-30,Female,Student,Kerala,Pala,9.7131,76.6833,Town/City,You Are Beautiful,K-drama
21,21-30,Female,Student,Kerala,Pala,9.7131,76.6833,Town/City,Boys Over Flowers,K-drama
23,21-30,Female,Student,Kerala,Kannur,11.8745,75.3704,Rural,The Witcher,Fantasy
23,21-30,Female,Student,Kerala,Kannur,11.8745,75.3704,Rural,Reply 1988,K-drama
23,21-30,Female,Student,Kerala,Kannur,11.8745,75.3704,Rural,Little Things,Indian TV series
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Suits,Drama
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,The Big Bang Theory,Comedy
22,21-30,Female,Student,Karnataka,Madikeri,12.4244,75.7382,Town/City,The Big Bang Theory,Comedy
22,21-30,Female,Student,Karnataka,Madikeri,12.4244,75.7382,Town/City,Brooklyn Nine-Nine,Comedy
22,21-30,Female,Student,Karnataka,Madikeri,12.4244,75.7382,Town/City,Friends,Comedy
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Bhaukaal,Crime
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Crown,Drama
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,The Marvelous Mrs. Maisel,Comedy
21,21-30,Male,Student,Goa,Old Goa,15.502,73.91,Town/City,Peaky Blinders,Action
21,21-30,Male,Student,Goa,Old Goa,15.502,73.91,Town/City,Euphoria,Drama
21,21-30,Male,Student,Goa,Old Goa,15.502,73.91,Town/City,Sacred Games,Crime
20,11-20,Male,Student,Kerala,Kochi,9.9667,76.2833,Metrpolitan,The Vampire Diaries,Horror
20,11-20,Male,Student,Kerala,Kochi,9.9667,76.2833,Metrpolitan,The Big Bang Theory,Comedy
20,11-20,Male,Student,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Modern Family,Comedy
28,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Dracula,Fantasy
28,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Sick Note,Comedy
28,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Schitt's Creek,Comedy
21,21-30,Female,Student,Kerala,Kannur,11.8745,75.3704,Rural,Money Heist,Crime
21,21-30,Female,Student,Kerala,Kannur,11.8745,75.3704,Rural,Squid Game,K-drama
21,21-30,Female,Student,Kerala,Kannur,11.8745,75.3704,Rural,All Of Us Are Dead,K-drama
21,21-30,Female,Student,Uttarakhand,Bazpur,29.1585,79.1464,Town/City,Friends,Comedy
21,21-30,Female,Student,Uttarakhand,Bazpur,29.1585,79.1464,Town/City,Money Heist,Crime
21,21-30,Female,Student,Uttarakhand,Bazpur,29.1585,79.1464,Town/City,Emily in Paris,Comedy
21,21-30,Female,Student,Maharashtra,Pune,18.5196,73.8553,Metrpolitan,The Office,Comedy
21,21-30,Female,Student,Maharashtra,Pune,18.5196,73.8553,Metrpolitan,Friends,Comedy
21,21-30,Female,Student,Maharashtra,Pune,18.5196,73.8553,Metrpolitan,Brooklyn Nine-Nine,Comedy
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,The Big Bang Theory,Comedy
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Money Heist,Crime
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Lucifer,Fantasy
21,21-30,Female,Student,Kerala,Kottayam,9.5916,76.5222,Town/City,Money Heist,Crime
21,21-30,Female,Student,Kerala,Kottayam,9.5916,76.5222,Town/City,Big Boss,Indian TV Reality Show
21,21-30,Female,Student,Kerala,Kottayam,9.5916,76.5222,Town/City,Navarasa,Drama
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Friends,Comedy
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Family Man,Action
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Money Heist,Crime
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Mismatched,Indian TV series
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Money Heist,Crime
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,What The Folks,Indian TV series
24,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Narcos,Crime
24,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,The Boys,Action
24,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Bhaukaal,Crime
23,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Money Heist,Crime
23,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Breaking Bad,Crime
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Money Heist,Crime
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Squid Game,K-drama
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Legacies,Fantasy
26,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Lost,Mystery
26,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Squid Game,K-drama
26,21-30,Male,Employed,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,The Walking Dead,Horror
24,21-30,Female,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Money Heist,Crime
21,21-30,Female,Student,Kerala,Malappuram,11.051,76.0711,Town/City,Schitt's Creek,Comedy
21,21-30,Female,Student,Kerala,Malappuram,11.051,76.0711,Town/City,Kingdom,Horror
21,21-30,Female,Student,Kerala,Malappuram,11.051,76.0711,Town/City,Peaky Blinders,Action
24,21-30,Male,Student,Karnataka,Udupi,13.3322,74.7461,Rural,Money Heist,Crime
24,21-30,Male,Student,Karnataka,Udupi,13.3322,74.7461,Rural,Family Man,Action
24,21-30,Male,Student,Karnataka,Udupi,13.3322,74.7461,Rural,The Big Bang Theory,Comedy
21,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Money Heist,Crime
22,21-30,Female,Student,Kerala,Calicut,11.25,75.7667,Town/City,Money Heist,Crime
23,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Dark,Thriller
23,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,Money Heist,Crime
23,21-30,Male,Student,Kerala,Kottayam,9.5916,76.5222,Rural,WandaVision,Superhero
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,One Tree Hill,Romance
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,The Vampire Diaries,Horror
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Squid Game,K-drama
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Little Things,Indian TV series
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Lupin,Thriller
53,51-60,Male,Employed,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Safe House,Crime
53,51-60,Male,Employed,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Yellowstone,Drama
53,51-60,Male,Employed,Maharashtra,Mumbai,18.9667,72.8333,Metrpolitan,Stranger,Thriller
32,31-40,Female,Employed,Kerala,Thrissur,10.52,76.21,Town/City,Money Heist,Crime
32,31-40,Female,Employed,Kerala,Thrissur,10.52,76.21,Town/City,Crown,Drama
32,31-40,Female,Employed,Kerala,Thrissur,10.52,76.21,Town/City,Friends,Comedy
44,41-50,Male,Employed,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Suits,Drama
44,41-50,Male,Employed,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Squid Game,K-drama
21,21-30,Female,Student,Karnataka,Tumakuru,13.3379,77.1173,Town/City,Money Heist,Crime
21,21-30,Female,Student,Karnataka,Tumakuru,13.3379,77.1173,Town/City,Dark,Thriller
21,21-30,Female,Student,Karnataka,Tumakuru,13.3379,77.1173,Town/City,Stranger Things,Horror
31,31-40,Male,Self Employed,Kerala,Thrissur,10.52,76.21,Town/City,Breaking Bad,Crime
31,31-40,Male,Self Employed,Kerala,Thrissur,10.52,76.21,Town/City,Money Heist,Crime
31,31-40,Male,Self Employed,Kerala,Thrissur,10.52,76.21,Town/City,Squid Game,K-drama
23,21-30,Female,Student,Kerala,Alappuzha,9.4981,76.3388,Town/City,Kudumbavilakku,Indian TV Series
23,21-30,Female,Student,Kerala,Alappuzha,9.4981,76.3388,Town/City,Santhwanam,Indian TV Series
33,31-40,Male,Employed,Kerala,Perinthalmanna,10.976,76.225,Town/City,All Of Us Are Dead,K-drama
33,31-40,Male,Employed,Kerala,Perinthalmanna,10.976,76.225,Town/City,Money Heist,Crime
33,31-40,Male,Employed,Kerala,Perinthalmanna,10.976,76.225,Town/City,Squid Game,K-drama
26,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Daredevil,Crime
26,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,That '70s Show,Comedy
26,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,What If...?,Animation
14,11-20,Female,Student,Kerala,Thrissur,10.52,76.21,Town/City,Squid Game,K-drama
14,11-20,Female,Student,Kerala,Thrissur,10.52,76.21,Town/City,Money Heist,Crime
23,21-30,Male,Student,Kerala,Kannur,11.8745,75.3704,Rural,Kingdom,Horror
23,21-30,Male,Student,Kerala,Kannur,11.8745,75.3704,Rural,Asur,Indian TV series
23,21-30,Male,Student,Kerala,Kannur,11.8745,75.3704,Rural,Euphoria,Drama
21,21-30,Male,Student,Kerala,Kannur,11.8745,75.3704,Rural,Money Heist,Crime
21,21-30,Male,Student,Kerala,Kannur,11.8745,75.3704,Rural,Dark,Thriller
21,21-30,Male,Student,Kerala,Kannur,11.8745,75.3704,Rural,Delhi Crime,Crime
31,31-40,Female,Unemployed,Kerala,Thrissur,10.52,76.21,Town/City,Teen Wolf,Fantasy
31,31-40,Female,Unemployed,Kerala,Thrissur,10.52,76.21,Town/City,NCIS,Action
31,31-40,Female,Unemployed,Kerala,Thrissur,10.52,76.21,Town/City,Stranger Things,Horror
41,41-50,Male,Employed,Maharashtra,Thane,19.18,72.9633,Town/City,Forensic Files,Documentary
41,41-50,Male,Employed,Maharashtra,Thane,19.18,72.9633,Town/City,Aarya,Crime
41,41-50,Male,Employed,Maharashtra,Thane,19.18,72.9633,Town/City,Somebody Feed Phil,Documentary
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Stranger Things,Horror
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Money Heist,Crime
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Dark,Thriller
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Vincenzo,K-drama
23,21-30,Female,Employed,Kerala,Thrissur,10.52,76.21,Town/City,Big Boss,Indian TV Reality Show
23,21-30,Male,Self Employed,Karnataka,Bangalore,12.9699,77.598,Town/City,Demon Slayer,Anime
23,21-30,Male,Self Employed,Karnataka,Bangalore,12.9699,77.598,Town/City,Attack On Titan,Anime
10,11-20,Male,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,The Mentalist,Mystery
10,11-20,Male,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Hit-Monkey,Animation
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Kingdom,Horror
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,The Vampire Diaries,Horror
22,21-30,Female,Student,Kerala,Ernakulam,9.9816,76.2999,Town/City,Looking For Alaska,Fiction
23,21-30,Female,Student,Kerala,Kottyam,9.5916,76.5222,Town/City,Money Heist,Crime
22,21-30,Male,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Legend Of Hanuman,Animation
21,21-30,Female,Student,Maharashtra,Virar,19.4564,72.7925,Town/City,Emily in Paris,Comedy
21,21-30,Female,Student,Maharashtra,Virar,19.4564,72.7925,Town/City,Dark,Thriller
21,21-30,Female,Student,Maharashtra,Virar,19.4564,72.7925,Town/City,Big Boss,Indian TV Reality Show
49,41-50,Female,Retired,Maharashtra,Thane,19.18,72.9633,Town/City,Big Boss,Indian TV Reality Show
49,41-50,Female,Retired,Maharashtra,Thane,19.18,72.9633,Town/City,Money Heist,Crime
49,41-50,Female,Retired,Maharashtra,Thane,19.18,72.9633,Town/City,Yellowstone,Drama
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Run BTS,Korean Variety Show
21,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Town/City,Super Singer,Indian TV Reality Show
40,31-40,Female,Homemaker,Maharashtra,Thane,19.18,72.9633,Town/City,Decoupled,Comedy
40,31-40,Female,Homemaker,Maharashtra,Thane,19.18,72.9633,Town/City,Mumbai Diaries 26/11,Medical Drama
21,21-30,Female,Student,Maharashtra,Navi Mumbai,19.033,73.0297,Town/City,Friends,Comedy
21,21-30,Female,Student,Maharashtra,Navi Mumbai,19.033,73.0297,Town/City,Mismatched,Indian TV series
21,21-30,Female,Student,Maharashtra,Navi Mumbai,19.033,73.0297,Town/City,Money Heist,Crime
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,The Witcher,Fantasy
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Mindhunter,Crime
22,21-30,Female,Student,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Behind Her Eyes,Thriller
35,31-40,Male,Self Employed,Kerala,Idukki,9.9189,77.1025,Town/City,Money Heist,Crime
46,41-50,Female,Homemaker,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Mare of Easttown,Crime
46,41-50,Female,Homemaker,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Maid,Drama
46,41-50,Female,Homemaker,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Scam 1992,Thriller
21,21-30,Female,Student,Kerala,Thrissur,10.52,76.21,Town/City,Emily in Paris,Comedy
21,21-30,Female,Student,Kerala,Thrissur,10.52,76.21,Town/City,13 Reasons Why,Drama
21,21-30,Female,Student,Kerala,Thrissur,10.52,76.21,Town/City,Stranger Things,Horror
23,21-30,Male,Employed,Kerala,Kochi,9.9667,76.2833,Town/City,Dark,Thriller
23,21-30,Male,Employed,Kerala,Kochi,9.9667,76.2833,Town/City,Death Note,Anime
23,21-30,Male,Employed,Kerala,Kochi,9.9667,76.2833,Town/City,Jujutsu Kaisen,Anime
28,21-30,Female,Employed,Kerala,Thrissur,10.52,76.21,Town/City,Money Heist,Crime
28,21-30,Female,Employed,Kerala,Thrissur,10.52,76.21,Town/City,Squid Game,K-drama
28,21-30,Female,Employed,Kerala,Thrissur,10.52,76.21,Town/City,Sacred Games,Crime
33,31-40,Male,Employed,Kerala,Thrissur,10.52,76.21,Town/City,Lucifer,Fantasy
33,31-40,Male,Employed,Kerala,Thrissur,10.52,76.21,Town/City,Money Heist,Crime
33,31-40,Male,Employed,Kerala,Thrissur,10.52,76.21,Town/City,Squid Game,K-drama
22,21-30,Female,Student,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Squid Game,K-drama
22,21-30,Female,Student,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Money Heist,Crime
22,21-30,Female,Student,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Modern Family,Comedy
45,41-50,Female,Employed,Maharashtra,Thane,19.18,72.9633,Town/City,Sacred Games,Crime
45,41-50,Female,Employed,Maharashtra,Thane,19.18,72.9633,Town/City,Pyar Tune Kya Kiya,Indian TV Series
27,21-30,Female,Homemaker,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Peaky Blinders,Action
27,21-30,Female,Homemaker,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,The Queen's Gambit,Drama
27,21-30,Female,Homemaker,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,The Big Bang Theory,Comedy
23,21-30,Female,Employed,West Bengal,Chittranjan,23.8492,86.902,Town/City,Friends,Comedy
23,21-30,Female,Employed,West Bengal,Chittranjan,23.8492,86.902,Town/City,The Office,Comedy
23,21-30,Female,Employed,West Bengal,Chittranjan,23.8492,86.902,Town/City,Project Runway,Reality Show
22,21-30,Female,Employed,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Schitt's Creek,Comedy
22,21-30,Female,Employed,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Rebelde,Comedy
22,21-30,Female,Employed,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Euphoria,Drama
24,21-30,Female,Employed,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,That '70s Show,Comedy
24,21-30,Female,Employed,Haryana,Gurugram,28.4595,77.0266,Metrpolitan,Modern Family,Comedy
22,21-30,Female,Employed,Gujarat,Gandhinagar,23.22,72.68,Town/City,Parks and Recreation,Comedy
22,21-30,Female,Employed,Gujarat,Gandhinagar,23.22,72.68,Town/City,One Day At a Time,Comedy
22,21-30,Female,Employed,Gujarat,Gandhinagar,23.22,72.68,Town/City,Schitt's Creek,Comedy
21,21-30,Male,Employed,Gujarat,Gandhinagar,23.22,72.68,Town/City,Bhaukaal,Crime
21,21-30,Male,Employed,Gujarat,Gandhinagar,23.22,72.68,Town/City,Ek Thi Begum,Thriller
21,21-30,Male,Employed,Gujarat,Gandhinagar,23.22,72.68,Town/City,Money Heist,Crime
25,21-30,Male,Employed,Gujarat,Gandhinagar,23.22,72.68,Town/City,You,Thriller
25,21-30,Male,Employed,Gujarat,Gandhinagar,23.22,72.68,Town/City,The Haunting of Hill House,Horror
25,21-30,Male,Employed,Gujarat,Gandhinagar,23.22,72.68,Town/City,Loki,Superhero
40,31-40,Female,Employed,Maharashtra,Thane,19.18,72.9633,Town/City,Forensic Files,Documentary
34,31-40,Male,Employed,Kerala,Sulthan Bathery,11.6629,76.257,Rural,Breaking Bad,Crime
34,31-40,Male,Employed,Kerala,Sulthan Bathery,11.6629,76.257,Rural,Seinfeld,Comedy
34,31-40,Male,Employed,Kerala,Sulthan Bathery,11.6629,76.257,Rural,Unbelievable,Crime
55,51-60,Female,Self Employed,Gujarat,Bhavnagar,21.765,75.7667,Town/City,Punyashlok Ahilya Bai,Indian TV Series
55,51-60,Female,Self Employed,Gujarat,Bhavnagar,21.765,75.7667,Town/City,Kaun Banega Karorpati,Indian TV Reality Show
30,21-30,Female,Employed,Gujarat,Ahmedabad,23.03,72.58,Metrpolitan,Schitt's Creek,Comedy
30,21-30,Female,Employed,Gujarat,Ahmedabad,23.03,72.58,Metrpolitan,Shark Tank,Indian TV Reality Show
29,21-30,Female,Employed,Gujarat,Ahmedabad,23.03,72.58,Town/City,Money Heist,Crime
29,21-30,Female,Employed,Gujarat,Ahmedabad,23.03,72.58,Town/City,Panchayat,Indian TV series
29,21-30,Female,Employed,Gujarat,Ahmedabad,23.03,72.58,Town/City,Squid Game,K-drama
22,21-30,Female,Student,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Just Add Magic,Fantasy
