Age,Age_Category,Gender,State,City,Latitude,Longitude,Residence,Occupational_Status,Favourite_Movies,Movie_Genre
22,21-30,Female,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Student,Jai Bhim,Mystery
22,21-30,Female,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Student,Under Tuscan Sun,Romantic Comedy
26,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,Cinderella,Fantasy
26,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,Master,Action
26,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,Mimi,Drama
40,31-40,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Employed,Malik,Thriller
40,31-40,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Employed,The Priest,Horror
40,31-40,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Employed,Nizhal,Mystery
22,21-30,Female,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Student,Drishyam 2,Crime
22,21-30,Female,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Student,Spiderman: Into The Spiderverse,Sci-Fi
22,21-30,Female,Kerala,Thalayolaparambu,9.785,76.4496,Rural,Student,Home,Comedy
21,21-30,Female,Bihar,Patna,25.61,85.1414,Town/City,Student,The Guilty,Crime
21,21-30,Female,Bihar,Patna,25.61,85.1414,Town/City,Student,To All The Boys I've Loved Before,Romantic Comedy
21,21-30,Female,Bihar,Patna,25.61,85.1414,Town/City,Student,I Care A Lot,Thriller
22,21-30,Male,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Student,F9: The Fast Saga,Crime
22,21-30,Male,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Student,Wrath of Man,Thriller
22,21-30,Male,Maharashtra,Osmanabad,18.1667,76.05,Town/City,Student,The Green Knight,Fantasy
37,31-40,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Employed,Jai Bhim,Mystery
37,31-40,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Employed,Ala Vaikuntapuramulo,Drama
37,31-40,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Employed,Inglorious Bastards,Drama
49,41-50,Female,Kerala,Kochi,9.9667,76.2833,Town/City,Employed,Home,Comedy
49,41-50,Female,Kerala,Kochi,9.9667,76.2833,Town/City,Employed,Sufiyum Sujathayum,Romance
49,41-50,Female,Kerala,Kochi,9.9667,76.2833,Town/City,Employed,Kappela,Drama
20,11-20,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Student,Don't Look Up,Comedy
20,11-20,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Student,Bro Daddy,Comedy
20,11-20,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Student,Minnal Murali,Action
21,21-30,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Student,Minnal Murali,Action
21,21-30,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Student,Malik,Thriller
21,21-30,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Student,Kurup,Thriller
22,21-30,Male,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Student,Anna,Action
22,21-30,Male,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Student,Haseen Dilruba,Mystery
22,21-30,Male,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Student,Hangover,Comedy
34,31-40,Male,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Atrangi Re,Drama
34,31-40,Male,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Suryavanshi,Action
34,31-40,Male,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Andaz Apna Apna,Romantic Comedy
21,21-30,Male,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Student,Conjuring,Horror
21,21-30,Male,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Student,Fukrey,Romantic Comedy
21,21-30,Male,West Bengal,Kolkata,22.5411,88.3378,Metrpolitan,Student,Pushpa,Action
19,11-20,Male,Kerala,Kannur,11.8745,75.3704,Rural,Student,Home,Comedy
19,11-20,Male,Kerala,Kannur,11.8745,75.3704,Rural,Student,Minnal Murali,Action
19,11-20,Male,Kerala,Kannur,11.8745,75.3704,Rural,Student,Bro Daddy,Comedy
44,41-50,Female,Karnataka,Bangalore,12.9699,77.598,Rural,Employed,Pushpa,Action
44,41-50,Female,Karnataka,Bangalore,12.9699,77.598,Rural,Employed,Atrangi Re,Drama
23,21-30,Male,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Employed,Interstellar,Sci-Fi
23,21-30,Male,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Employed,Eternal Sunshine Of The Spotless Mind,Romance
23,21-30,Male,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Employed,The Godfather,Crime
15,11-20,Female,Kerala,Kochi,9.9667,76.2833,Town/City,Student,Alavaikuntha Puramuloo,Action
15,11-20,Female,Kerala,Kochi,9.9667,76.2833,Town/City,Student,The Pursuit Of Happiness,Drama
15,11-20,Female,Kerala,Kochi,9.9667,76.2833,Town/City,Student,Grown Ups,Comedy
20,11-20,Female,Jharkhand,Deoghar,24.4852,86.6948,Town/City,Student,Seven,Mystery
20,11-20,Female,Jharkhand,Deoghar,24.4852,86.6948,Town/City,Student,Schindler's List,Drama
20,11-20,Female,Jharkhand,Deoghar,24.4852,86.6948,Town/City,Student,The Godfather,Crime
23,21-30,Male,Kerala,Kannur,11.8745,75.3704,Rural,Employed,Madhuram,Romantic Comedy
20,11-20,Female,Maharashtra,Thane,19.18,72.9633,Town/City,Student,The Great Indian Kitchen,Drama
20,11-20,Female,Maharashtra,Thane,19.18,72.9633,Town/City,Student,Jai Bhim,Mystery
20,11-20,Female,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Student,Little Women,Romance
20,11-20,Female,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Student,Call Me By Your Name,Romance
20,11-20,Female,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Student,Spiderman: No Way Home,Sci-Fi
20,11-20,Male,Delhi,Delhi,28.66,77.23,Metrpolitan,Student,Spiderman: No Way Home,Sci-Fi
20,11-20,Male,Delhi,Delhi,28.66,77.23,Metrpolitan,Student,Sardar Udham,Action
20,11-20,Male,Delhi,Delhi,28.66,77.23,Metrpolitan,Student,Eternals,Superhero
23,21-30,Male,Kerala,Thrissur,10.52,76.21,Town/City,Student,Kurup,Thriller
23,21-30,Male,Kerala,Thrissur,10.52,76.21,Town/City,Student,Jai Bhim,Mystery
23,21-30,Male,Kerala,Thrissur,10.52,76.21,Town/City,Student,The Last Duel,Drama
21,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Jai Bhim,Mystery
21,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Shershaah,Action
21,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Mimi,Drama
53,51-60,Female,Kerala,Thrissur,10.52,76.21,Town/City,Homemaker,Marakkar,Drama
53,51-60,Female,Kerala,Thrissur,10.52,76.21,Town/City,Homemaker,Minnal Murali,Action
53,51-60,Female,Kerala,Thrissur,10.52,76.21,Town/City,Homemaker,Drishyam,Crime
21,21-30,Female,Kerala,Thrissur,10.52,76.21,Town/City,Student,Love Rosie,Romantic Comedy
21,21-30,Female,Kerala,Thrissur,10.52,76.21,Town/City,Student,Holidate,Romantic Comedy
21,21-30,Female,Kerala,Thrissur,10.52,76.21,Town/City,Student,Now You See Me,Thriller
29,21-30,Male,Kerala,Thrissur,10.52,76.21,Town/City,Employed,Parasite,Thriller
29,21-30,Male,Kerala,Thrissur,10.52,76.21,Town/City,Employed,The Big Short,Comedy
29,21-30,Male,Kerala,Thrissur,10.52,76.21,Town/City,Employed,Zodiac,Mystery
21,21-30,Female,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Student,Minnal Murali,Action
21,21-30,Female,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Student,Bro Daddy,Comedy
21,21-30,Female,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Student,Encanto,Anime
22,21-30,Female,Karnataka,Mangalore,12.8703,74.8806,Rural,Employed,Enola Holmes,Thriller
22,21-30,Female,Karnataka,Mangalore,12.8703,74.8806,Rural,Employed,Space Sweepers,Sci-Fi
22,21-30,Female,Karnataka,Mangalore,12.8703,74.8806,Rural,Employed,He's All That,Romantic Comedy
24,21-30,Female,Kerala,Kottayam,9.5916,76.5222,Town/City,Employed,Marrakar,Action
24,21-30,Female,Kerala,Kottayam,9.5916,76.5222,Town/City,Employed,Joji,Thriller
24,21-30,Female,Kerala,Kottayam,9.5916,76.5222,Town/City,Employed,Another Cinderella Story,Romance
19,11-20,Female,Uttarakhand,Dehradun,30.3165,78.0322,Town/City,Student,Mom,Thriller
19,11-20,Female,Uttarakhand,Dehradun,30.3165,78.0322,Town/City,Student,Pursuit Of Happiness,Drama
24,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Employed,Goodfellas,Crime
24,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Employed,Interstellar,Sci-Fi
24,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Employed,Extraction,Action
23,21-30,Female,Karnataka,Mangalore,12.8703,74.8806,Town/City,Employed,Greyhound,Action
23,21-30,Female,Karnataka,Mangalore,12.8703,74.8806,Town/City,Employed,The Social Dilemma,Drama
23,21-30,Female,Karnataka,Mangalore,12.8703,74.8806,Town/City,Employed,Atrangi Re,Drama
21,21-30,Female,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Student,Red Notice,Action
21,21-30,Female,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Student,The Platform,Horror
21,21-30,Female,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Student,Enola Holmes,Thriller
20,11-20,Female,West Bengal,Darjeeling,27.0417,88.2631,Town/City,Student,Enola Holmes,Thriller
20,11-20,Female,West Bengal,Darjeeling,27.0417,88.2631,Town/City,Student,Birds Of Prey,Action
27,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Inside Out,Comedy
27,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Shang-Chi,Fantasy
27,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Spiderman: No Way Home,Sci-Fi
27,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Spiderman,Superhero
27,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Shang-Chi,Fantasy
27,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Inside Out,Comedy
47,41-50,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Unemployed,Drishyam 2,Crime
47,41-50,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Unemployed,Minnal Murali,Action
47,41-50,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Unemployed,Bro Daddy,Comedy
22,21-30,Female,Gujarat,Vadodara,22.3,73.2,Town/City,Student,Gunjan Saxena,Drama
21,21-30,Female,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Student,Master,Action
21,21-30,Female,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Student,Penguin,Thriller
21,21-30,Female,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Student,Soorari Potru,Action
20,11-20,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Student,Madhuram,Romantic Comedy
20,11-20,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Student,Bootha Kalam,Drama
20,11-20,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Student,Bro Daddy,Comedy
21,21-30,Female,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Student,Enola Holmes,Thriller
21,21-30,Female,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Student,Black Widow,Fantasy
21,21-30,Female,Maharashtra,Thane,19.18,72.9633,Metrpolitan,Student,Avengers Endgame,Sci-Fi
24,21-30,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Self Employed,Interstellar,Sci-Fi
24,21-30,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Self Employed,Minnal Murali,Action
24,21-30,Male,Kerala,Kochi,9.9667,76.2833,Town/City,Self Employed,Inception,Sci-Fi
50,41-50,Female,Kerala,Kochi,9.9667,76.2833,Town/City,Homemaker,Minnal Murali,Action
50,41-50,Female,Kerala,Kochi,9.9667,76.2833,Town/City,Homemaker,Marakkar,Drama
50,41-50,Female,Kerala,Kochi,9.9667,76.2833,Town/City,Homemaker,Aaha,Drama
23,21-30,Male,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Employed,KGF,Action
31,31-40,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Ludo,Anthology
31,31-40,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Don’t Look Up,Fantasy
31,31-40,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Alive,Thriller
21,21-30,Male,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Student,Uri,Action
21,21-30,Male,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Student,Dhrishyam2,Crime
21,21-30,Male,Telangana,Hyderabad,17.3667,78.4667,Metrpolitan,Student,O Shanthi O Shaana,Romantic Comedy
21,21-30,Female,Kerala,Kollam,8.9969,76.8721,Town/City,Student,Encanto,Anime
21,21-30,Female,Kerala,Kollam,8.9969,76.8721,Town/City,Student,Spiderman: No Way Home,Sci-Fi
21,21-30,Female,Kerala,Kollam,8.9969,76.8721,Town/City,Student,Hridayam,Romance
21,21-30,Female,Uttarakhand,Nainital,29.3919,79.4542,Rural,Student,Haseen Dilruba,Mystery
21,21-30,Female,Uttarakhand,Nainital,29.3919,79.4542,Rural,Student,Don't Look Up,Comedy
21,21-30,Female,Uttarakhand,Nainital,29.3919,79.4542,Rural,Student,Enola Holmes,Thriller
19,11-20,Female,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Student,The guy from U.N.C.L.E,Action
19,11-20,Female,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Student,Free Guy,Comedy
19,11-20,Female,Tamil Nadu,Chennai,13.0825,80.275,Metrpolitan,Student,Interstellar,Sci-Fi
20,11-20,Male,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Student,Never Back Down,Action
20,11-20,Male,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Student,Harry Potter,Fantasy
20,11-20,Male,Maharashtra,Mumbai,18.9667,72.8333,Town/City,Student,Percy Jackson,Fantasy
20,11-20,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Student,Minnal Murali,Action
20,11-20,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Student,Jai Bhim,Mystery
20,11-20,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Student,Atrangi Re,Drama
17,11-20,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Student,Atrangi Re,Drama
17,11-20,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Student,Minnal Murali,Action
17,11-20,Female,Kerala,Ernakulam,9.9816,76.2999,Town/City,Student,Jai Bhim,Mystery
47,41-50,Female,Kerala,Kottayam,9.5916,76.5222,Rural,Homemaker,Dishyam 2,Crime
47,41-50,Female,Kerala,Kottayam,9.5916,76.5222,Rural,Homemaker,Kurup,Thriller
24,21-30,Male,Bihar,Patna,25.61,85.1414,Town/City,Employed,Sardar Udham,Action
24,21-30,Male,Bihar,Patna,25.61,85.1414,Town/City,Employed,Chicago Trails,Drama
24,21-30,Male,Bihar,Patna,25.61,85.1414,Town/City,Employed,Pushpa,Action
22,21-30,Male,Kerala,Kannur,11.8745,75.3704,Rural,Employed,Bro Daddy,Comedy
22,21-30,Male,Kerala,Kannur,11.8745,75.3704,Rural,Employed,Bhoothakalam,Horror
22,21-30,Male,Kerala,Kannur,11.8745,75.3704,Rural,Employed,Minnal Murali,Action
22,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Pushpa,Action
22,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,The Irishman,Crime
22,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,The Report,Thriller
33,31-40,Male,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Employed,Spiderman: No Way Home,Sci-Fi
33,31-40,Male,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Employed,Home,Comedy
33,31-40,Male,Kerala,Thodupuzha,9.8959,76.7184,Town/City,Employed,Invisible Man,Horror
21,21-30,Female,Karnataka,Mangalore,12.8703,74.8806,Town/City,Student,Spiderman,Superhero
21,21-30,Female,Karnataka,Mangalore,12.8703,74.8806,Town/City,Student,Jai Bhim,Mystery
21,21-30,Female,Karnataka,Mangalore,12.8703,74.8806,Town/City,Student,Shershaah,Action
26,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Employed,Eternals,Superhero
21,21-30,Female,Karnataka,Raichur,16.2104,77.355,Town/City,Student,Shiddat,Romance
21,21-30,Female,Karnataka,Raichur,16.2104,77.355,Town/City,Student,Pushpa,Action
21,21-30,Non binary,Maharashtra,Thane,19.18,72.9633,Town/City,Student,Sardar Udham Singh,Crime
21,21-30,Non binary,Maharashtra,Thane,19.18,72.9633,Town/City,Student,Enola Holmes,Thriller
21,21-30,Non binary,Maharashtra,Thane,19.18,72.9633,Town/City,Student,Shershaah,Action
25,21-30,Male,Kerala,Trivandrum,8.5,76.8997,Town/City,Employed,Harry Potter,Fantasy
25,21-30,Male,Kerala,Trivandrum,8.5,76.8997,Town/City,Employed,Avatar,Sci-Fi
25,21-30,Male,Kerala,Trivandrum,8.5,76.8997,Town/City,Employed,Resident Evil,Action
19,11-20,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Chichhore,Romantic Comedy
19,11-20,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Shivaji Suratkal,Thriller
19,11-20,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Mayabazar 2016,Comedy
21,21-30,Female,Kerala,Kuravilangade,9.7576,76.561,Rural,Student,Soorarai Pottru,Action
21,21-30,Female,Kerala,Kuravilangade,9.7576,76.561,Rural,Student,Mookuthi Amman,Comedy
21,21-30,Female,Kerala,Kuravilangade,9.7576,76.561,Rural,Student,Ludo,Anthology
22,21-30,Male,Kerala,Ernakulam,9.9816,76.2999,Town/City,Student,Her,Romance
22,21-30,Male,Kerala,Ernakulam,9.9816,76.2999,Town/City,Student,Interstellar,Sci-Fi
22,21-30,Male,Kerala,Ernakulam,9.9816,76.2999,Town/City,Student,Don't Look Up,Comedy
22,21-30,Male,Kerala,Ernakulam,9.9816,76.2999,Rural,Student,Your Name,Fantasy
22,21-30,Male,Kerala,Ernakulam,9.9816,76.2999,Rural,Student,Don't Look Up,Comedy
22,21-30,Male,Kerala,Ernakulam,9.9816,76.2999,Rural,Student,The Wolf of Wall Street,Crime
21,21-30,Male,Kerala,Chaganasserry,9.4465,76.5402,Town/City,Student,Drishyam 2,Crime
21,21-30,Male,Kerala,Chaganasserry,9.4465,76.5402,Town/City,Student,Eternals,Superhero
21,21-30,Male,Kerala,Chaganasserry,9.4465,76.5402,Town/City,Student,Tomorrow War,Sci-Fi
28,21-30,Female,Gujarat,Vadodara,22.3,73.2,Town/City,Employed,Haseen Dilruba,Mystery
28,21-30,Female,Gujarat,Vadodara,22.3,73.2,Town/City,Employed,The Social Dilemma,Drama
28,21-30,Female,Gujarat,Vadodara,22.3,73.2,Town/City,Employed,Dhh,Drama
28,21-30,Male,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Employed,Sardar Udham,Action
28,21-30,Male,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Employed,Jai Bhim,Mystery
28,21-30,Male,Gujarat,Vadodara,22.3,73.2,Metrpolitan,Employed,Atrangi Re,Drama
25,21-30,Male,Gujarat,Vadodara,22.3,73.2,Town/City,Employed,Pushpa,Action
25,21-30,Male,Gujarat,Vadodara,22.3,73.2,Town/City,Employed,Coach Carter,Drama
25,21-30,Male,Gujarat,Vadodara,22.3,73.2,Town/City,Employed,Interstellar,Sci-Fi
21,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Andhadhun,Crime
21,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Crazy Rich Asians,Romantic Comedy
21,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Udham Singh,Biopic
25,21-30,Male,Kerala,Kottayam,9.5916,76.5222,Town/City,Employed,Eternals,Superhero
25,21-30,Male,Kerala,Kottayam,9.5916,76.5222,Town/City,Employed,Justice League,Action
25,21-30,Male,Kerala,Kottayam,9.5916,76.5222,Town/City,Employed,Bloodshot,Action
22,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Red Dragon,Thriller
22,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Seven,Mystery
22,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Suicide Squad,Fantasy
24,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Ender's Game,Sci-Fi
24,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Inception,Sci-Fi
24,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Shutter Island,Mystery
23,21-30,Male,Kerala,Adoor,9.153,76.7356,Rural,Student,Bro Daddy,Comedy
23,21-30,Male,Kerala,Adoor,9.153,76.7356,Rural,Student,1917,Drama
23,21-30,Male,Kerala,Adoor,9.153,76.7356,Rural,Student,Parasite,Thriller
22,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Rural,Student,Yuvaratna,Action
22,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Rural,Student,Badava Rascal,Romantic Comedy
22,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Rural,Student,83,Drama
23,21-30,Male,Kerala,Kannur,11.8745,75.3704,Rural,Student,Minnal Murali,Action
21,21-30,Male,Kerala,Thrissur,10.52,76.21,Town/City,Student,Kumbalangi Nights,Romantic Comedy
21,21-30,Male,Kerala,Thrissur,10.52,76.21,Town/City,Student,Spiderman: No Way Home,Sci-Fi
21,21-30,Male,Kerala,Thrissur,10.52,76.21,Town/City,Student,Druk,Comedy
46,41-50,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Shershaah,Action
46,41-50,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Employed,Super 30,Drama
21,21-30,Male,Kerala,Thrissur,10.52,76.21,Rural,Student,Home,Comedy
21,21-30,Male,Kerala,Thrissur,10.52,76.21,Rural,Student,Shershaah,Action
21,21-30,Male,Kerala,Thrissur,10.52,76.21,Rural,Student,Sarpattai Parambarai,Action
22,21-30,Male,Kerala,Kottayam,9.5916,76.5222,Rural,Student,Justice League,Action
22,21-30,Male,Kerala,Kottayam,9.5916,76.5222,Rural,Student,Joji,Thriller
22,21-30,Male,Kerala,Kottayam,9.5916,76.5222,Rural,Student,Jai Bhim,Mystery
22,21-30,Male,Kerala,Kottayam,9.5916,76.5222,Rural,Student,Minnal Murali,Action
22,21-30,Male,Kerala,Kottayam,9.5916,76.5222,Rural,Student,Drishyam 2,Crime
22,21-30,Male,Kerala,Kottayam,9.5916,76.5222,Rural,Student,Jai Bhim,Mystery
22,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,The Intern,Comedy
22,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,The Call,Crime
22,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,Us And Them,Romance
22,21-30,Female,Bihar,Patna,25.61,85.1414,Town/City,Student,Andhadhun,Crime
22,21-30,Female,Bihar,Patna,25.61,85.1414,Town/City,Student,Dream Girl,Romantic Comedy
22,21-30,Female,Bihar,Patna,25.61,85.1414,Town/City,Student,Shubh Mangal Zada Savdhan,Romance
21,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Harry Potter,Fantasy
21,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Avengers Infinity War,Sci-Fi
21,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Student,Iron Man,Sci-Fi
21,21-30,Female,Kerala,Pala,9.7131,76.6833,Town/City,Student,Pushpa,Action
21,21-30,Female,Kerala,Pala,9.7131,76.6833,Town/City,Student,After We Fell,Romance
21,21-30,Female,Kerala,Pala,9.7131,76.6833,Town/City,Student,Drishyam 2,Crime
23,21-30,Female,Kerala,Kannur,11.8745,75.3704,Rural,Student,Notting Hill,Romantic Comedy
23,21-30,Female,Kerala,Kannur,11.8745,75.3704,Rural,Student,Silenced,Horror
23,21-30,Female,Kerala,Kannur,11.8745,75.3704,Rural,Student,Enola Holmes,Thriller
21,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,The Great Indian Kitchen,Drama
21,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,Pushpa,Action
21,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,Mimi,Drama
22,21-30,Female,Karnataka,Madikeri,12.4244,75.7382,Town/City,Student,Joker,Crime
22,21-30,Female,Karnataka,Madikeri,12.4244,75.7382,Town/City,Student,1917,Drama
22,21-30,Female,Karnataka,Madikeri,12.4244,75.7382,Town/City,Student,Lucy,Sci-Fi
22,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,Encanto,Anime
22,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,Hamilton,Drama
22,21-30,Female,Karnataka,Bangalore,12.9699,77.598,Town/City,Student,Black Widow,Fantasy
21,21-30,Male,Goa,Old Goa,15.502,73.91,Town/City,Student,Black Widow,Fantasy
21,21-30,Male,Goa,Old Goa,15.502,73.91,Town/City,Student,Extraction,Action
21,21-30,Male,Goa,Old Goa,15.502,73.91,Town/City,Student,Dune,Sci-Fi
20,11-20,Male,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Student,Avengers Endgame,Sci-Fi
20,11-20,Male,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Student,The Wolf of Wall Street,Crime
20,11-20,Male,Kerala,Kochi,9.9667,76.2833,Metrpolitan,Student,Spiderman: No Way Home,Sci-Fi
28,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Employed,Sarpartta Parambarai,Action
28,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Employed,Drishyam 2,Crime
28,21-30,Male,Karnataka,Bangalore,12.9699,77.598,Metrpolitan,Employed,Birds Of Prey,Action
21,21-30,Female,Kerala,Kannur,11.8745,75.3704,Rural,Student,Minnal Murali,Action
21,21-30,Female,Kerala,Kannur,11.8745,75.3704,Rural,Student,Shershaaah,Action
21,21-30,Female,Kerala,Kannur,11.8745,75.3704,Rural,Student,Drishyam,Crime
21,21-30,Female,Uttarakhand,Bazpur,29.1585,79.1464,Town/City,Student,Fault In Our Stars,Romance
21,21-30,Female,Uttarakhand,Bazpur,29.1585,79.1464,Town/City,Student,Yeh Jawani Hai Deewani,Romance
21,21-30,Female,Uttarakhand,Bazpur,29.1585,79.1464,Town/City,Student,Five Feet Apart,Romance
23,21-30,Male,Andhra Pradesh,Tenali,16.243,80.64,Town/City,Employed,Pushpa,Action
23,21-30,Male,Andhra Pradesh,Tenali,16.243,80.64,Town/City,Employed,Akhanda,Action
